process_name,upload_kbps,download_kbps
EpicWebHelper.exe,150.494140625,41.5
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,1014.9853515625,0.0
LeagueClientUx.exe,0.525390625,53.58203125
LeagueClientUxRender.exe,2.94189453125,0.0
QtWebEngineProcess.exe,3112.9306640625,838.6748046875
RiotClientServices.exe,22.6494140625,21.9140625
stremio.exe,7.546875,8.7685546875
Discord.exe,13.62255859375,0.21875
MsMpEng.exe,24.140625,92.232421875
nvcontainer.exe,4916.25830078125,0.0029296875
EpicGamesLauncher.exe,119094.453125,2672.7646484375
msedgewebview2.exe,0.0546875,0.0546875
OUTLOOK.EXE,39171.708984375,42870.30859375
Code.exe,0.43359375,0.0
EpicWebHelper.exe,7941.98876953125,4763.76318359375
NVIDIA App.exe,852.36328125,1036.841796875
QtWebEngineProcess.exe,8032.90478515625,3940.185546875
opera.exe,181.8984375,2.8984375
steamwebhelper.exe,14.892578125,0.0
LeagueClient.exe,4040.91162109375,207640.208984375
LeagueClientUx.exe,1.59814453125,66.599609375
RiotClientServices.exe,1.3798828125,26.89453125
stremio-runtime.exe,1.6201171875,5888.9892578125
stremio.exe,62.904296875,335.11474609375
Discord.exe,6.84423828125,0.109375
MsMpEng.exe,40.234375,5.9501953125
nvcontainer.exe,7364.29931640625,0.00341796875
vgc.exe,2.0263671875,115874.1650390625
steam.exe,9.60205078125,0.05615234375
EpicGamesLauncher.exe,80516.8740234375,2303.6328125
EpicWebHelper.exe,4380.7119140625,1949.1689453125
NVIDIA App.exe,438.119140625,518.4599609375
QtWebEngineProcess.exe,18733.181640625,7169.78125
opera.exe,65.6328125,0.3828125
svchost.exe,4.0234375,13714.0625
LeagueClientUx.exe,78.87255859375,1900.5419921875
LeagueClientUxRender.exe,28.26171875,15.9375
RiotClientServices.exe,4.4296875,17.9296875
stremio-runtime.exe,0.0,0.0263671875
stremio.exe,51.599609375,131.86376953125
Discord.exe,0.1640625,4.212890625
MsMpEng.exe,56.328125,0.0
nvcontainer.exe,0.0478515625,0.0
EpicWebHelper.exe,18086.53369140625,3400.7333984375
NVIDIA App.exe,464.572265625,518.5380859375
opera.exe,0.625,0.21875
LeagueClient.exe,4277.775390625,215970.75732421875
LeagueClientUx.exe,200.6201171875,801.9130859375
LeagueClientUxRender.exe,856.93701171875,990.73876953125
RiotClientServices.exe,3.7265625,23.408203125
Discord.exe,57.845703125,0.0
stremio.exe,2.470703125,10.37646484375
Discord.exe,0.21875,0.2734375
SlicerApp-real.exe,10.64892578125,3435.6201171875
EpicGamesLauncher.exe,503662.2548828125,595893.1484375
Code.exe,0.0,0.0546875
EpicWebHelper.exe,2047.4384765625,636.677734375
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,161.79296875,0.0
LeagueClientUx.exe,123.5888671875,319.01171875
LeagueClientUxRender.exe,363.296875,235.60546875
RiotClientServices.exe,1.3798828125,21.416015625
stremio.exe,2.9033203125,2.83984375
msedgewebview2.exe,0.0,0.0546875
Discord.exe,49.9580078125,26.1796875
MsMpEng.exe,68.3984375,0.0
SlicerApp-real.exe,11.609375,1.7138671875
EpicGamesLauncher.exe,411008.10400390625,7693.068359375
ProxiFyre.exe,7.0048828125,0.0
EpicWebHelper.exe,48556.1064453125,6583.62548828125
LeagueClient.exe,224.5625,0.078125
LeagueClientUx.exe,442.17236328125,1185.35009765625
LeagueClientUxRender.exe,3218.46875,2017.267578125
RiotClientServices.exe,0.0,17.9296875
Discord.exe,9.49267578125,4.9453125
Discord.exe,19.3037109375,6.31640625
MsMpEng.exe,247.44140625,0.0
